Identifier,,Progress,,,,,,,,,Deal Info,,,,,,,,,Sources,,,,,,,,,,FDI MARKETS DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deal ID,Present in '22?,Reviewer,Review Date,Review Status,Analyst,Analyst (after 10/15/2025),Checked Date,Confidence Status,Duplicate Pair ID (Original),Comments (changes made),Deal Status,Amount - Announced (Million USD),Amount - Completed (Million USD),Estimated (Y),CN Deal Stake (%),Date [MM/DD/YYYY] - Announced,Date [MM/DD/YYYY] - Completed,BU Sector,BU Sub-sector,Source (Deal Status),Source (Amount - Announced),Source (Amount - Completed),Source (Deal Stake %),Source (Date [MM/DD/YYYY] - Announced),Source (Date [MM/DD/YYYY] - Completed),Source (BU Sector),Other/General Sources,Subregion,Year (Announced),Project date,FDI Project ID,Investing company,Parent company,Parent company ID,Source country,Source state,Source city,Region,Destination,Relocation from,Industry sector,Sub-sector,Cluster,Industry activity,Jobs created,Estimated,Capital Investment (US$m),Estimated,Project type,Project status,Motive description,Markets served,Joint venture companies,Source,Contact name (1),Position (1),Email (1),Telephone (1),Contact name (2),Position (2),Email (2),Telephone (2),Contact name (3),Position (3),Email (3),Telephone (3)
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle East,,6/1/2023,443717,Huawei Technologies,Huawei Technologies,11026,China,,,Asia,Qatar,,Communications,Communications equipment,ICT & Electronics,"Sales, Marketing & Support",17,YES,2.1,YES,Expansion,,,,,,,,,,,,,,,,,
47,,,,,Naufal,,11/08/2025,Unknown,,Insufficient information. No news or information can be identified regarding planned/ongoing investment by Haier in India in the given period,Unknown,,,,,,,,,,,,,,,,,South Asia,,7/1/2023,445634,,Haier Group,11069,China,,,Asia,India,,Consumer electronics,Household appliances,Consumer Goods,Manufacturing,593,YES,48.5,NO,Expansion,,,,,,,,,,,,,,,,,
48,,,,,,,,,,Changed name to Türkiye,,,,,,,,,,,,,,,,,,Middle East,,11/1/2021,398769,,Haier Group,11069,China,,,Asia,Türkiye,,Consumer electronics,Household appliances,Consumer Goods,Manufacturing,900,NO,45.7,NO,New,,,,,,,,,,,,,,,,,
49,,,,,,,,,,Changed name to Türkiye,,,,,,,,,,,,,,,,,,Middle East,,11/1/2021,398772,,Haier Group,11069,China,,,Asia,Türkiye,,Consumer electronics,Household appliances,Consumer Goods,Manufacturing,700,NO,39.9,NO,Expansion,,,,,,,,,,,,,,,,,
50,,,,,Pocut,,11/04/2025,Medium,,"In July 2023, Bank of China opened a new branch in Islamabad, to expand its business network and strengthen financial cooperation under the Belt and Road Initiative. No information on the amount invested.",Completed,,,,,,07/31/2023,Industry & Trade/Ser,Business Services,"https://english.news.cn/20230801/2544a866e4464ef2a2e58d98de3305ce/c.html#:~:text=Bank%20of%20China%20opens%20branch,bilateral%20economic%20and%20trade%20cooperation.",,,,,"https://english.news.cn/20230801/2544a866e4464ef2a2e58d98de3305ce/c.html#:~:text=Bank%20of%20China%20opens%20branch,bilateral%20economic%20and%20trade%20cooperation.",,,South Asia,,7/1/2023,447672,Bank of China (Hong Kong),Bank of China,12682,China,,,Asia,Pakistan,,Financial services,Corporate & investment banking,Financial Services,Business Services,75,YES,30.8,YES,New,,,,,,,,,,,,,,,,,
51,,,,,Zaky,,11/6/2025,Medium,,Bank of China Hongkong open nwe branch in Vietnam,Completed,,,,,01/08/2023,,Financial Sector,Banking Institutions,https://wealthbriefingasia.com/article.php/Hong-Kong's-BOCHK-Expands-Vietnam-Footprint,,,,,https://wealthbriefingasia.com/article.php/Hong-Kong's-BOCHK-Expands-Vietnam-Footprint,https://wealthbriefingasia.com/article.php/Hong-Kong's-BOCHK-Expands-Vietnam-Footprint,,Southeast Asia,2023,1/1/2021,377230,Bank of China (Hong Kong),Bank of China,12682,China,,,Asia,Vietnam,,Financial services,Corporate & investment banking,Financial Services,Business Services,47,YES,24.4,YES,New,,,,,,,,,,,,,,,,,
52,,,,,,,,,,Changed name to United Arab Emirates,,,,,,,,,,,,,,,,,,Middle East,,5/1/2021,388344,,,12945,China,,,Asia,United Arab Emirates,,Communications,Wired telecommunication carriers,ICT & Electronics,"Sales, Marketing & Support",15,YES,2.2,YES,Expansion,,,,,,,,,,,,,,,,,
53,,,,,Alif,,11/10/2025,Irrelevant,,Completed a secondary listing on the Singapore Exchange (SGX) Mainboard. Not classified as greenfield investment.,Completed,,,,,,01/04/2023,Financial Sector,Capital Markets,https://www.comba-telecom.com/en/press-releases/item/2729-comba-successfully-lists-on-the-main-board-of-the-singapore-exchange,,,,,https://www.comba-telecom.com/en/press-releases/item/2729-comba-successfully-lists-on-the-main-board-of-the-singapore-exchange,https://www.comba-telecom.com/en/press-releases/item/2729-comba-successfully-lists-on-the-main-board-of-the-singapore-exchange,,Southeast Asia,,11/1/2023,455351,Comba Telecom Systems,Comba Telecom Systems,12978,Hong Kong,,,Asia,Singapore,,Communications,Wireless telecommunication carriers,ICT & Electronics,"Sales, Marketing & Support",21,YES,7.9,YES,New,,,,,,,,,,,,,,,,,
54,,,,,Naufal,,11/08/2025,Duplicate,55,,,,,,,,,,,,,,,,,,,South Asia,,9/1/2023,452164,Crown Worldwide Holdings,Crown Worldwide Holdings,13011,Hong Kong,,,Asia,India,,Transportation & Warehousing,Warehousing & storage,Transportation & Warehousing,"Logistics, Distribution & Transportation",249,YES,77.6,YES,New,,,,,,,,,,,,,,,,,
55,,,,,Pocut,,11/03/2025,Medium,,"In September 2023, Crown Worldwide Group inaugurated a 27,616 sq. ft. greenfield records management and fine art vault facility in Mumbai. No information on the amount invested.",Completed,,,,,,09/23/2023,Industry & Trade/Ser,Business Services,https://www.itln.in/warehousing/crown-opens-records-management-fine-art-vault-facility-in-mumbai-1349905,,,,,https://www.itln.in/warehousing/crown-opens-records-management-fine-art-vault-facility-in-mumbai-1349905,,,South Asia,,9/1/2023,452165,Crown Worldwide Holdings,Crown Worldwide Holdings,13011,Hong Kong,,,Asia,India,,Transportation & Warehousing,Warehousing & storage,Transportation & Warehousing,"Logistics, Distribution & Transportation",249,YES,77.6,YES,New,,,,,,,,,,,,,,,,,
56,,,,,Zaky,,11/07/2025,Unknown,,"I cannot open the news since its premium, but the information that i get Crown already operated in India in very long time and plan to invest to expand their business",,40 - 50,,,,07/21/2021,,,,,https://www.thehindu.com/business/crown-worldwide-group-to-invest-upto-50-million-in-india/article35451906.ece,,,,,,https://www.thehindu.com/business/crown-worldwide-group-to-invest-upto-50-million-in-india/article35451906.ece,South Asia,2021,9/1/2023,452166,Crown Worldwide Holdings,Crown Worldwide Holdings,13011,Hong Kong,,,Asia,India,,Transportation & Warehousing,Warehousing & storage,Transportation & Warehousing,"Logistics, Distribution & Transportation",249,YES,77.6,YES,New,,,,,,,,,,,,,,,,,
57,,,,,Alif,,11/10/2025,Medium,,inaugurated its third owned warehousing facility,Completed,,,,,,09/24/2025,Industry & Trade/Ser,Logistics and Distribution,https://www.ptinews.com/story/business/crown-worldwide-group-opens-third-warehousing-facility-in-india/2944544,,,,,https://www.ptinews.com/story/business/crown-worldwide-group-opens-third-warehousing-facility-in-india/2944544,https://economictimes.indiatimes.com/industry/services/property-/-cstruction/crown-worldwide-group-opens-third-warehousing-facility-in-india/articleshow/124089203.cms,,South Asia,,9/1/2023,453270,Crown Worldwide Holdings,Crown Worldwide Holdings,13011,Hong Kong,,,Asia,India,,Transportation & Warehousing,Warehousing & storage,Transportation & Warehousing,"Logistics, Distribution & Transportation",249,YES,77.6,YES,New,,,,,,,,,,,,,,,,,
58,,,,,Naufal,,11/08/2025,Medium,,"A series of local manufacturing initiatives launched to expand Lenovo presence in India including expansion of PC manufacturing plant, and local manufacturing producst expansion. No amount of investment mentioned",Announced,,,,,08/24/2021,,Industry & Trade/Ser,Manufacturing,https://news.lenovo.com/pressroom/press-releases/lenovo-expands-manufacturing-portfolio-in-india-to-meet-local-customer-demand/,,,,https://news.lenovo.com/pressroom/press-releases/lenovo-expands-manufacturing-portfolio-in-india-to-meet-local-customer-demand/,,,,South Asia,2021,8/1/2021,393221,Lenovo Group,Lenovo Group,16539,Hong Kong,,,Asia,India,,Business machines & equipment,Computer & peripheral equipment,ICT & Electronics,Manufacturing,362,YES,40.2,YES,Expansion,,,,,,,,,,,,,,,,,
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle East,,2/1/2023,433991,,,16539,Hong Kong,,,Asia,Saudi Arabia,,Business machines & equipment,Computer & peripheral equipment,ICT & Electronics,Research & Development,37,YES,32.5,YES,New,,,,,,,,,,,,,,,,,
60,,,,,Pocut,,11/03/2025,Medium,,"In August 2023, Lenovo launched a new Shared Support Center in Bengaluru, India, an investment forming part of its multi-year expansion plan to deliver global Remote Infrastructure Managed Services. No amount of investment was mentioned, only expected number of job creation.",Completed,,,,,,08/02/2023,Industry & Trade/Ser,Business Services,https://news.lenovo.com/pressroom/press-releases/lenovo-launched-a-shared-support-center-as-part-of-a-multi-million-dollar-investment-in-expanding-technology-services-and-innovation-capability-in-india/,,,,,https://news.lenovo.com/pressroom/press-releases/lenovo-launched-a-shared-support-center-as-part-of-a-multi-million-dollar-investment-in-expanding-technology-services-and-innovation-capability-in-india/,https://news.lenovo.com/pressroom/press-releases/lenovo-launched-a-shared-support-center-as-part-of-a-multi-million-dollar-investment-in-expanding-technology-services-and-innovation-capability-in-india/,,South Asia,,8/1/2023,447733,Lenovo Group,Lenovo Group,16539,Hong Kong,,,Asia,India,,Business machines & equipment,Computer & peripheral equipment,ICT & Electronics,Technical Support Centre,1000,NO,28.8,YES,New,,,,,,,,,,,,,,,,,
61,,,,,,,,,,Changed name to United Arab Emirates,,,,,,,,,,,,,,,,,,Middle East,,10/1/2022,424108,,,17673,China,,,Asia,United Arab Emirates,,Software & IT services,"Software publishers, except video games",Financial Services,"Sales, Marketing & Support",18,YES,1.6,YES,New,,,,,,,,,,,,,,,,,
62,,DM,,ok,Zaky,,02/27/2025,Low,,Very early information and just to seek investment that the deal will execute joint with Proton,Announced,10000,,No,,10/08/2023,,Automotive,Automotive - EV,https://www.mida.gov.my/mida-news/geely-eyes-ev-foothold-in-southeast-asia-with-us10bn-malaysia-hub/,https://www.mida.gov.my/mida-news/geely-eyes-ev-foothold-in-southeast-asia-with-us10bn-malaysia-hub/,,,https://www.mida.gov.my/mida-news/geely-eyes-ev-foothold-in-southeast-asia-with-us10bn-malaysia-hub/,,https://www.mida.gov.my/mida-news/geely-eyes-ev-foothold-in-southeast-asia-with-us10bn-malaysia-hub/,,Southeast Asia,2023,7/1/2023,448037,Zhejiang Geely Holding Group (Geely Holding Group),Zhejiang Geely Holding Group (Geely Holding Group),18616,China,,,Asia,Malaysia,,Automotive OEM,Automobiles,Transport Equipment,Headquarters,3000,YES,"10,000.00",NO,New,,,,,,,,,,,,,,,,,
63,,DM,,ok,Zaky,,03/14/2025,Irrelevant,,"Changed to Korea, Rep
Just agreement that Polestar 4 will be produce at RKM Busan Plant",,,,,,,,,,,,,,,,,https://investors.polestar.com/news-releases/news-release-details/polestar-expands-manufacturing-footprint-south-korea-production,East Asia,,11/1/2023,455741,Polestar,Zhejiang Geely Holding Group (Geely Holding Group),18616,China,,,Asia,"Korea, Rep.",,Automotive OEM,Automobiles,Transport Equipment,Manufacturing,1152,YES,283,YES,New,,,,,,,,,,,,,,,,,
64,,,,,Zaky,,11/07/2025,Medium,,"The information is quite limited, i get it from Singapore Business Directory. Its record that Geely have its subsidiary in Singapore",Completed,,,,,,10/18/2022,Industry & Trade/Ser,Business Services,https://recordowl.com/company/geely-singapore-holding-pte-ltd,,,,,https://recordowl.com/company/geely-singapore-holding-pte-ltd,https://recordowl.com/company/geely-singapore-holding-pte-ltd,,Southeast Asia,,2/1/2022,405449,,Zhejiang Geely Holding Group (Geely Holding Group),18616,China,,,Asia,Singapore,,Financial services,Corporate & investment banking,Financial Services,Headquarters,118,YES,68.3,YES,Expansion,,,,,,,,,,,,,,,,,
65,,,,,Alif,,11/10/2025,Unknown,,The available information is insufficient. Attempts to search for information in online articles and reports have already been made,Unknown,,,,,,,,,,,,,,,,,Southeast Asia,,9/1/2023,449892,,Zhejiang Geely Holding Group (Geely Holding Group),18616,China,,,Asia,Singapore,,Software & IT services,Other (Software & IT services),Transport Equipment,Research & Development,78,YES,28.3,YES,New,,,,,,,,,,,,,,,,,
66,,,,,,,,,,Changed name to United Arab Emirates,,,,,,,,,,,,,,,,,,Middle East,,7/1/2023,448707,,Zhejiang Geely Holding Group (Geely Holding Group),18616,China,,,Asia,United Arab Emirates,,Automotive components,Other motor vehicle parts,Transport Equipment,"Logistics, Distribution & Transportation",74,YES,18.2,YES,New,,,,,,,,,,,,,,,,,
67,,DM,ok,,Naufal,,02/27/2025,High,,Cherry Automotive announced  investment of Rp 250 billion ($16 million) in an assembly plant. The facility operates in collaboration with local company Handal Indonesia Motor. no further clarification regarding status of the investment in news or releases found,Announced,16,,No,,12/04/2023,,Automotive,Automotive - EV,https://jakartaglobe.id/business/chery-invests-16-million-in-shared-ev-assembly-plant-in-indonesia,https://jakartaglobe.id/business/chery-invests-16-million-in-shared-ev-assembly-plant-in-indonesia,,,https://jakartaglobe.id/business/chery-invests-16-million-in-shared-ev-assembly-plant-in-indonesia,,https://jakartaglobe.id/business/chery-invests-16-million-in-shared-ev-assembly-plant-in-indonesia,https://jakartaglobe.id/business/chery-invests-16-million-in-shared-ev-assembly-plant-in-indonesia,Southeast Asia,2023,7/1/2023,445577,Chery Automobile,Chery Automobile,18705,China,,,Asia,Indonesia,,Automotive OEM,Automobiles,Transport Equipment,Manufacturing,2018,YES,255.7,YES,New,,,,,,,,,,,,,,,,,
68,,,,,TH,,10/10/2023,Unknown,,"Thailand's Board of Investment announced that Chery Automobile will set up a plant in Thailand that will make vehicles for both the domestic and export markets, with production slated to begin in 2025. The project has been approved by the BOI. However, sources are dated 2024, not 2023. The Chinese company declined to reveal details regarding its investment.",Announced,,,,,4/2024,,Industry & Trade/Ser,Automotive - EV,https://www.bangkokpost.com/business/motoring/2780404/chinas-chery-lands-boi-perks-for-rayong-ev-plant,,https://www.bangkokpost.com/business/motoring/2780404/chinas-chery-lands-boi-perks-for-rayong-ev-plant,,,,https://www.bangkokpost.com/business/motoring/2780404/chinas-chery-lands-boi-perks-for-rayong-ev-plant,https://www.marketscreener.com/news/latest/Thailand-says-China-s-Chery-Automobile-to-set-up-manufacturing-plant-46487934/; https://www.argusmedia.com/en/news-and-insights/latest-market-news/2561017-thailand-woos-chinese-ev-investment-secures-chery; https://baijiahao.baidu.com/s?id=1797013872781804116&wfr=spider&for=pc,Southeast Asia,2024,7/1/2023,445580,Chery Automobile,Chery Automobile,18705,China,,,Asia,Thailand,,Automotive OEM,Automobiles,Transport Equipment,Manufacturing,1422,YES,204.6,YES,New,,,,,,,,,,,,,,,,,
69,,DM,,ok,Zaky,,02/27/2025,High,,"In November 2023, Chery Automobile announced a significant investment  as part of Malaysia's New Industrial Master Plan 2030. The investment still underway, but there is already finish build plant in shah alam, but the completed disbursement of that shah alam plant not publicly available",Commenced,209.60,,Yes,,11/01/2023,,Automotive,Automotive - EV,https://www.dsf.my/2024/07/chery-malaysia-unveils-integration-plans-and-investment-milestones/?form=MG0AV3&form=MG0AV3,"https://www.chery.my/2024/07/04/chery-malaysia-launches-the-tiggo-7-pro-2/#:~:text=Chery's%20RM1%20billion%20Investment,in%20Malaysia%2C%E2%80%9D%20Zafrul%20shared.",,,"https://www.chery.my/2024/07/04/chery-malaysia-launches-the-tiggo-7-pro-2/#:~:text=Chery's%20RM1%20billion%20Investment,in%20Malaysia%2C%E2%80%9D%20Zafrul%20shared.",,"https://www.chery.my/2024/07/04/chery-malaysia-launches-the-tiggo-7-pro-2/#:~:text=Chery's%20RM1%20billion%20Investment,in%20Malaysia%2C%E2%80%9D%20Zafrul%20shared.",,Southeast Asia,2023,7/1/2023,445578,Chery Automobile,Chery Automobile,18705,China,,,Asia,Malaysia,,Automotive OEM,Automobiles,Transport Equipment,Manufacturing,1152,YES,104.2,YES,New,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle East,,5/1/2023,442709,,Chery Automobile,18705,China,,,Asia,Saudi Arabia,,Automotive OEM,Automobiles,Transport Equipment,"Sales, Marketing & Support",27,YES,10,YES,New,,,,,,,,,,,,,,,,,
71,,,,,Naufal,,11/08/2025,Unknown,,Insufficient information. No news or information can be identified regarding planned/ongoing investment by Swiss Belhotel in Thailand in the given period,Unknown,,,,,,,,,,,,,,,,,Southeast Asia,,8/1/2021,411792,Swiss-Belhotel,Swiss-Belhotel,18778,Hong Kong,,,Asia,Thailand,,Hotels & tourism,Accommodation,Tourism,"Sales, Marketing & Support",14,YES,1.7,YES,New,,,,,,,,,,,,,,,,,
72,,,,,Pocut,,11/03/2025,Medium,,"In October 2023, JAC Group established a wholly-owned subsidiary in Selangor, Malaysia, marking its fourth overseas subsidiary and expanding its strategic presence in Southeast Asia under the RCEP framework. However no amount of investment was mentioned",Completed,,,,,,10/18/2023,Industry & Trade/Ser,Manufacturing,https://autonews.gasgoo.com/m/70028865.html,,,,,https://autonews.gasgoo.com/m/70028865.html,https://autonews.gasgoo.com/m/70028865.html,,Southeast Asia,,10/1/2023,452926,,Anhui Jianghuai Automobile (JAC),18889,China,,,Asia,Malaysia,,Automotive OEM,Automobiles,Transport Equipment,"Sales, Marketing & Support",29,YES,11.3,YES,New,,,,,,,,,,,,,,,,,
73,,,,,,,,,,Changed name to United Arab Emirates,,,,,,,,,,,,,,,,,,Middle East,,12/1/2022,432810,,,22711,Hong Kong,,,Asia,United Arab Emirates,,Transportation & Warehousing,Water transportation,Transportation & Warehousing,"Sales, Marketing & Support",20,NO,1.3,NO,New,,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Asia,,9/1/2023,452174,Zijin Mining Group,Zijin Mining Group,24476,China,,,Asia,Kazakhstan,,Metals,Other metal ore mining,Physical Sciences,Extraction,382,YES,195.3,YES,New,,,,,,,,,,,,,,,,,
75,,,,,,,,,,Changed name to United Arab Emirates,,,,,,,,,,,,,,,,,,Middle East,,8/1/2022,420840,,,24828,China,,,Asia,United Arab Emirates,,"Coal, oil & gas","Other electric power generation (Coal, oil and gas)",Energy,"Sales, Marketing & Support",13,YES,1.3,YES,New,,,,,,,,,,,,,,,,,
76,,,,,Zaky,,11/6/2025,Unknown,,"The information is vert limited, there is no information about the company name in China. I just found that the company is originally from Vietnam, but the sector is educational platform, not same with the initial database",,,,,,,,,,,,,,,,,https://smartcityasia.vn/don-vi/eeo-vietnam-company-limited_classin/,Southeast Asia,,12/1/2023,461950,ClassIn (EEO),ClassIn (EEO),25356,China,,,Asia,Vietnam,,Industrial equipment,Plastics & rubber industry machinery,Industrial,"Sales, Marketing & Support",31,YES,3.8,YES,New,,,,,,,,,,,,,,,,,
77,,,,,,,,,,Changed name to Russian Federation,,,,,,,,,,,,,,,,,,Northern Asia,,2/1/2021,381770,,,26046,China,,,Europe,Russian Federation,,Electronic components,All other electrical equipment & components,Environmental Technology,Manufacturing,182,YES,32.7,YES,New,,,,,,,,,,,,,,,,,
78,,,,,TH,,10/10/2023,High,,"Bangkok Post reports that Changan has increased its investment budget to 10 billion baht (roughly 299 million USD), up from 8.86 billion",Commenced,285,,No,,10/26/2023,,Industry & Trade/Ser,Automotive - EV,https://www.bangkokpost.com/business/motoring/2851997/changan-to-open-thai-ev-factory-next-march,https://www.reuters.com/business/autos-transportation/chinas-changan-auto-invest-285-mln-ev-facility-thailand-2023-04-20/,,,https://www.reuters.com/business/autos-transportation/chinas-changan-auto-invest-285-mln-ev-facility-thailand-2023-04-20/,,https://www.reuters.com/business/autos-transportation/chinas-changan-auto-invest-285-mln-ev-facility-thailand-2023-04-20/,https://www.prnewswire.com/apac/news-releases/thailand-becomes-changan-autos-first-right-hand-drive-ev-production-base-outside-of-china-with-9-8-billion-baht-investment-301802865.html; https://www.nationthailand.com/thailand/economy/40032288,Southeast Asia,2023,4/1/2023,440163,Changan Automobile Group,China South Industries Group (CSG),26108,China,,,Asia,Thailand,,Automotive OEM,Automobiles,Transport Equipment,Manufacturing,1464,YES,286,NO,New,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Asia,,1/1/2021,404227,,China South Industries Group (CSG),26108,China,,,Asia,Uzbekistan,,Automotive OEM,Automobiles,Transport Equipment,Manufacturing,140,NO,5.8,NO,New,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle East,,11/1/2023,457110,,,27109,China,,,Asia,Saudi Arabia,,Industrial equipment,"Agriculture, construction, & mining machinery",Construction,"Logistics, Distribution & Transportation",51,YES,14,YES,New,,,,,,,,,,,,,,,,,
81,,,,,,,,,,Changed name to Türkiye,,,,,,,,,,,,,,,,,,Middle East,,8/1/2021,400330,,,27109,China,,,Asia,Türkiye,,Industrial equipment,"Agriculture, construction, & mining machinery",Construction,Manufacturing,40,NO,8.1,NO,Expansion,,,,,,,,,,,,,,,,,
82,,,,,,,,,,Changed name to Türkiye,,,,,,,,,,,,,,,,,,Middle East,,5/1/2021,401760,,,27109,China,,,Asia,Türkiye,,Industrial equipment,"Agriculture, construction, & mining machinery",Construction,Maintenance & Servicing,36,YES,5.8,YES,Expansion,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Asia,,7/1/2023,453279,China Southern Power Grid (China),China Southern Power Grid (China),27881,China,,,Asia,Uzbekistan,,Renewable energy,Hydroelectric power,Environmental Technology,Electricity,360,NO,"1,000.00",NO,New,,,,,,,,,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Asia,,7/1/2023,453277,China Southern Power Grid (China),China Southern Power Grid (China),27881,China,,,Asia,Uzbekistan,,Renewable energy,Hydroelectric power,Environmental Technology,Electricity,70,NO,320,NO,New,,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Asia,,7/1/2023,453884,China Southern Power Grid (China),China Southern Power Grid (China),27881,China,,,Asia,Uzbekistan,,Renewable energy,Hydroelectric power,Environmental Technology,Electricity,70,NO,320,NO,New,,,,,,,,,,,,,,,,,
